Assets,number_of_files,all_files,concat
77cb39bbc869bdf0db280ec15a15280f,16,"['landing_2.jpg', 'video.mp4', 'end-haverford.png', 'cta.png', 'rev2-end-willowgrove.png', 'end-1.jpg', 'rev-end-willowgrove.png', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'engagement_instruction.png', 'landing_1.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy.png']",landing_2.jpg video.mp4 end-haverford.png cta.png rev2-end-willowgrove.png end-1.jpg rev-end-willowgrove.png thumbnail.png engagement_animation.png _preview.png engagement_instruction.png landing_1.png advertised_item.png endframe.png end-allentown.png fr-2-copy.png
92a1ef3b78f2b21068f8e1da4025e239,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
2aab06df5509c6727fd35c7344796eb1,12,"['video.mp4', 'clickable-layer.jpg', 'video-end-v2.png', 'engagement_animation_3.png', 'landing.jpg', '_preview.png', 'video-start-v2.png', 'video-end.jpg', 'engagement_animation_1.png', 'engagement_instruction.png', 'engagement_animation_2.png', 'endframe.png']",video.mp4 clickable-layer.jpg video-end-v2.png engagement_animation_3.png landing.jpg _preview.png video-start-v2.png video-end.jpg engagement_animation_1.png engagement_instruction.png engagement_animation_2.png endframe.png
be3f931b8039ef187f1dcfa3d488c041,9,"['video.mp4', 'end-cta-mpu-swap-1.png', 'cta.png', '_preview.png', 'engagement_instruction.png', 'endframe.jpg', 'landing_2.png', 'landing_1.jpg', 'clickable-area.jpg']",video.mp4 end-cta-mpu-swap-1.png cta.png _preview.png engagement_instruction.png endframe.jpg landing_2.png landing_1.jpg clickable-area.jpg
f50ff5f8d3f50ecaccadf63345ec16bc,17,"['logo.png', 'video.mp4', 'f5-cta.jpg', 'end-screen-transition -compressed.png', 'engagement_animation.png', 'border.png', 'landing.jpg', 'f5-logo.png', '_preview.png', 'endtext_1.png', 'gametext.png', 'cta.jpg', 'engagement_instruction.png', 'endframe.jpg', 'endtext_2.png', 'border-rev.png', 'mpu-click.png']",logo.png video.mp4 f5-cta.jpg end-screen-transition -compressed.png engagement_animation.png border.png landing.jpg f5-logo.png _preview.png endtext_1.png gametext.png cta.jpg engagement_instruction.png endframe.jpg endtext_2.png border-rev.png mpu-click.png
f38dae81fae6d60408100503e4661ac6,16,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_2.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png gametext_2.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_2.png advertised_item.png gametext_1.png endframe_1.jpg
b6519446fad0a84445faf9620f0fa02e,19,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_5.png', 'gametext_3.png', 'endframe_2.png', 'endframe_6.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png gametext_2.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_5.png gametext_3.png endframe_2.png endframe_6.png advertised_item.png gametext_1.png endframe_1.jpg
f1cc75828bb3b7419b0d210e971a7cdf,22,"['fg-fixed.png', 'landingtext.png', 'logo.png', 'video.mp4', 'endframe_2.jpg', 'cta.png', 'end-text-1.png', 'uob-might-logo.png', 'end-text-2.png', 'engagement_animation.png', 'fg-fixed-swap.png', '_preview.png', 'game.jpg', 'endtext_1.png', 'endtext_2.png', 'landing_2.png', 'landing_1.jpg', 'endframe_3.jpg', 'endframe_1.jpg', 'engageable-area.png', 'end-text-1-swap.png', 'clickable-area.png']",fg-fixed.png landingtext.png logo.png video.mp4 endframe_2.jpg cta.png end-text-1.png uob-might-logo.png end-text-2.png engagement_animation.png fg-fixed-swap.png _preview.png game.jpg endtext_1.png endtext_2.png landing_2.png landing_1.jpg endframe_3.jpg endframe_1.jpg engageable-area.png end-text-1-swap.png clickable-area.png
2adefe98452f112060fe28e98f7a2c46,32,"['logo.png', 'gibson.png', 'img3.jpg', 'instructionginday.png', 'cta.png', 'ginday.png', 'dryimage.jpg', 'wetdry1.png', 'instructiongibson.png', 'dirty.png', 'engagement_instruction_detail.png', 'img2.jpg', 'endframegibson.jpg', 'img1.png', 'instructiondirty.png', 'endframedirty.jpg', 'gindayimage.jpg', '_preview.png', 'game.jpg', 'endframegroup.jpg', 'shadow.png', 'gametext.png', 'wetdry2.png', 'engagement_instruction.png', 'ctawhite.png', 'endframe.jpg', 'wetdry3.png', 'instructiondry.png', 'gibsonimage.jpg', 'dirtyimage.jpg', 'clickarea.png', 'dry.png']",logo.png gibson.png img3.jpg instructionginday.png cta.png ginday.png dryimage.jpg wetdry1.png instructiongibson.png dirty.png engagement_instruction_detail.png img2.jpg endframegibson.jpg img1.png instructiondirty.png endframedirty.jpg gindayimage.jpg _preview.png game.jpg endframegroup.jpg shadow.png gametext.png wetdry2.png engagement_instruction.png ctawhite.png endframe.jpg wetdry3.png instructiondry.png gibsonimage.jpg dirtyimage.jpg clickarea.png dry.png
adunit-ge-biofuel-userchoice-mob,22,"['end-sub1.png', 'landing_2.jpg', 'mid-sub-copy.png', 'logo.png', 'cta.png', 'end-logo.png', 'beetles-on.png', 'end-bg.jpg', 'line2.png', 'mid-copy.png', 'mustangs-on.png', 'line1.png', 'engagement_instruction_detail.png', 'landing_4.jpg', 'rams-on.png', 'end-sub3.png', 'engagement_instruction.png', 'end-sub2.png', 'end-msg.png', 'landing_1.jpg', 'ge-biofuel-video.mp4', 'landing_3.jpg']",end-sub1.png landing_2.jpg mid-sub-copy.png logo.png cta.png end-logo.png beetles-on.png end-bg.jpg line2.png mid-copy.png mustangs-on.png line1.png engagement_instruction_detail.png landing_4.jpg rams-on.png end-sub3.png engagement_instruction.png end-sub2.png end-msg.png landing_1.jpg ge-biofuel-video.mp4 landing_3.jpg
adunit-lionsgate-moonfall-parallax-cta3-mob,20,"['endtext.png', 'logo.png', 'video.mp4', 'fade-to-black.png', 'landing_3.png', 'cta.png', 'video-placeholder.png', 'astro-right.png', 'engagement_animation.png', 'f1-copy.png', 'video-cta-rev.png', 'fr-1-copy.png', 'engagement_instruction.png', 'landing_2.png', 'video-logo.png', 'video-cta.png', 'landing_1.png', 'endframe.png', 'astro-left.png', 'video-bg.png']",endtext.png logo.png video.mp4 fade-to-black.png landing_3.png cta.png video-placeholder.png astro-right.png engagement_animation.png f1-copy.png video-cta-rev.png fr-1-copy.png engagement_instruction.png landing_2.png video-logo.png video-cta.png landing_1.png endframe.png astro-left.png video-bg.png
3ebf3ba9b654b8281c7b45e65133986f,17,"['landing_2.jpg', 'video.mp4', 'end-mtlaurel.png', 'end-haverford.png', 'cta.png', 'end-eggharbor.png', 'thumbnail.png', 'engagement_animation.png', 'end-chestersprings.png', '_preview.png', 'engagement_instruction.png', 'end-doylestown.png', 'landing_1.png', 'advertised_item.png', 'endframe_1.jpg', 'end-allentown.png', 'fr-2-copy.png']",landing_2.jpg video.mp4 end-mtlaurel.png end-haverford.png cta.png end-eggharbor.png thumbnail.png engagement_animation.png end-chestersprings.png _preview.png engagement_instruction.png end-doylestown.png landing_1.png advertised_item.png endframe_1.jpg end-allentown.png fr-2-copy.png
9b2e41fdabcefdda0a86803e415a8c98,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
adunit-ihop-ihoppy-hour-save-dollar-5-mob,8,"['landing_2.jpg', 'fs-click-endframe.png', 'landing_3.png', 'cta.png', 'border.png', '_preview.png', 'endframe.jpg', 'landing.png']",landing_2.jpg fs-click-endframe.png landing_3.png cta.png border.png _preview.png endframe.jpg landing.png
adunit-lionsgate-uwomt-user-slider-sensory-video-final-tune3-mpu,12,"['logo.png', 'cta.png', 'shade.png', 'engagement_animation.png', 'cage.mp4', 'engagement_instruction.png', 'endframe.jpg', 'javi.mp4', 'mpu-black.jpg', 'landing_2.png', 'landing_1.png', 'logo-old.png']",logo.png cta.png shade.png engagement_animation.png cage.mp4 engagement_instruction.png endframe.jpg javi.mp4 mpu-black.jpg landing_2.png landing_1.png logo-old.png
299eff884b51e6894dbd307f0a2a6554,5,"['video.mp4', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'endframe.jpg']",video.mp4 engagement_animation.png landing.jpg _preview.png endframe.jpg
fdf622b95e3d532398921834f6bbfa38,17,"['thumbnail.jpg', 'landing_2.jpg', 'endframe_4.png', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_1.jpg', 'endframe_5.png', 'endframe_2.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",thumbnail.jpg landing_2.jpg endframe_4.png video.mp4 MPU-click-area.png cta.png gametext_2.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_1.jpg endframe_5.png endframe_2.png advertised_item.png gametext_1.png endframe_1.jpg
c76677bf8d4e0e0d6267a8c097957e92,14,"['video.mp4', 'endcard-rev.png', 'f1-squiggle.png', 'endcard.jpg', 'f2-scrub-on.jpg', 'engagement_animation.png', 'border.png', 'landing.jpg', 'mpu-clickthrough.png', 'video-copy.png', '_preview.png', 'engagement_instruction.png', 'video-cta.png', 'endframe.png']",video.mp4 endcard-rev.png f1-squiggle.png endcard.jpg f2-scrub-on.jpg engagement_animation.png border.png landing.jpg mpu-clickthrough.png video-copy.png _preview.png engagement_instruction.png video-cta.png endframe.png
adunit-nutrella-barrilito-mpu,13,"['video-red.mp4', 'purple.png', 'red.png', 'cta.png', 'tap.png', 'green.png', 'rectangle.png', 'video-green.mp4', 'nutrella-logo.png', 'logo-end.png', 'end.png', 'rectangle-back.png', 'video-purple.mp4']",video-red.mp4 purple.png red.png cta.png tap.png green.png rectangle.png video-green.mp4 nutrella-logo.png logo-end.png end.png rectangle-back.png video-purple.mp4
94ed9dbaf0a8f0a64d4e04a3b1d9431a,15,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg advertised_item.png endframe.png end-allentown.png fr-2-copy.png
bcc5ae4665b6b8c2ff25dfdc65fbc65a,28,"['game_2.png', 'game_10.png', '5.png', '12.png', 'cta.png', '8.png', 'game_7.png', '9.png', 'game_3.png', 'game_4.png', 'game_12.png', 'game_8.png', 'game_11.png', 'game_9.png', '7.png', 'landing.jpg', '_preview.png', '6.png', 'endframe.jpg', 'game_6.png', 'game_1.png', 'game_5.png', '2.png', '1.png', '10.png', '3.png', '4.png', '11.png']",game_2.png game_10.png 5.png 12.png cta.png 8.png game_7.png 9.png game_3.png game_4.png game_12.png game_8.png game_11.png game_9.png 7.png landing.jpg _preview.png 6.png endframe.jpg game_6.png game_1.png game_5.png 2.png 1.png 10.png 3.png 4.png 11.png
df89c44299ec66120e89ab1d1296c26f,18,"['endtext.png', 'video.mp4', 'bg-canvas.png', 'end-haverford.png', 'end-sharon.png', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', 'end-hingham.png', '_preview.png', 'engagement_instruction.png', 'thumbnail-new.jpg', 'end-doylestown.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy.png']",endtext.png video.mp4 bg-canvas.png end-haverford.png end-sharon.png cta.png end-1.jpg thumbnail.png engagement_animation.png end-hingham.png _preview.png engagement_instruction.png thumbnail-new.jpg end-doylestown.png advertised_item.png endframe.png end-allentown.png fr-2-copy.png
03f2fc9a332b87e896b2da508a061754,12,"['end.jpg', 'logo.png', 'video.mp4', 'logo-red.png', 'cta.png', 'logo - updated.png', 'engagement_instruction_1.png', 'video - gradient.jpg', '_preview.png', 'engagement_animation_1.png', 'cliick.png', 'endframe_1.png']",end.jpg logo.png video.mp4 logo-red.png cta.png logo - updated.png engagement_instruction_1.png video - gradient.jpg _preview.png engagement_animation_1.png cliick.png endframe_1.png
29383bc5de5a62c642fb9434d71863e7,17,"['landing_2.jpg', 'endframe_4.png', 'video.mp4', 'cta.png', 'gametext_2.png', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'endframe_5.png', 'endframe_2.png', 'endframe_6.png', 'landing_1.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",landing_2.jpg endframe_4.png video.mp4 cta.png gametext_2.png thumbnail.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png endframe_5.png endframe_2.png endframe_6.png landing_1.png advertised_item.png gametext_1.png endframe_1.jpg
adunit-facebook-conversational-commerce-3-0-th-bio2-mob,9,"['engagement_animation_choice_3.png', 'option-3-clicked.png', 'option-2-clicked.png', 'engagement_animation_choice_2.png', 'option-1-clicked.png', 'engagement_animation_choice_4.png', 'landing_1.png', 'option-4-clicked.png', 'engagement_animation_choice_1.png']",engagement_animation_choice_3.png option-3-clicked.png option-2-clicked.png engagement_animation_choice_2.png option-1-clicked.png engagement_animation_choice_4.png landing_1.png option-4-clicked.png engagement_animation_choice_1.png
adunit-ihop-window4-scary-face-mpu,21,"['nose-rev.png', 'left-eye-rev.png', 'left-eye.png', 'colored-logo.png', 'plain-pancake.png', 'cta.png', 'copy.png', 'legal.png', 'border.png', 'smile.png', 'right-eye-rev.png', 'pancake-rev.png', 'nose.png', '_preview.png', 'white-copy.png', 'right-eye.png', 'smile-rev.png', 'ihop_white_logo.png', 'end-card.jpg', 'title-graphic.png', 'mpu-click.png']",nose-rev.png left-eye-rev.png left-eye.png colored-logo.png plain-pancake.png cta.png copy.png legal.png border.png smile.png right-eye-rev.png pancake-rev.png nose.png _preview.png white-copy.png right-eye.png smile-rev.png ihop_white_logo.png end-card.jpg title-graphic.png mpu-click.png
adunit-chevy-user-slider-seat-interior-300-600-cpe-av-mob,14,"['logo.png', 'game_2.png', 'interiorcopy.png', 'bg.png', 'exteriorlegal2.png', 'cta.png', 'interiorlegal.png', 'engagement_animation.png', 'exteriorcopy.png', 'engagement_instruction.png', 'endinteriorcopy.png', 'game_1.png', 'exteriorlegal.png', 'endframe.png']",logo.png game_2.png interiorcopy.png bg.png exteriorlegal2.png cta.png interiorlegal.png engagement_animation.png exteriorcopy.png engagement_instruction.png endinteriorcopy.png game_1.png exteriorlegal.png endframe.png
032c21ac0d52d23f683dc4c2b7388865,27,"['game_1.jpg', 'video.mp4', 'game_2.png', 'engagement_zh.png', 'bg1.jpg', 'bg1b.jpg', 'tt02_zh.png', 'cta_zh.png', 'landing_endframe_2.png', 'logo_en.png', 'landing_endframe_3.png', 'logo_zh.png', 'tt01_zh.png', 'tt00_zh.png', '_preview.png', 'engagement_animation_1.png', 'landing_1.jpg', 'engagement_animation_2.png', 'endframe_5.png', 'tt02_en.png', 'cta_en.png', 'bg01.jpg', 'endframe_6.png', 'landing_endframe_4.png', 'endframe_1.png', 'engagement_en.png', 'bg_pattern.png']",game_1.jpg video.mp4 game_2.png engagement_zh.png bg1.jpg bg1b.jpg tt02_zh.png cta_zh.png landing_endframe_2.png logo_en.png landing_endframe_3.png logo_zh.png tt01_zh.png tt00_zh.png _preview.png engagement_animation_1.png landing_1.jpg engagement_animation_2.png endframe_5.png tt02_en.png cta_en.png bg01.jpg endframe_6.png landing_endframe_4.png endframe_1.png engagement_en.png bg_pattern.png
07a8072d594af3c04ef47e8722fc1b38,17,"['thumbnail.jpg', 'video.mp4', 'game_2.png', 'MPU-click-area.png', 'header.jpg', 'end-cta.png', 'end-bg.jpg', 'engagement_instruction_1.png', 'rev-thumbnail-mpu.jpg', 'end-willowgrove.png', '_preview.png', 'engagement_animation_1.png', 'game_1.png', 'end-framingdale.png', 'end-allentown.png', 'end-rockvillecentre.png', 'game_endframe.png']",thumbnail.jpg video.mp4 game_2.png MPU-click-area.png header.jpg end-cta.png end-bg.jpg engagement_instruction_1.png rev-thumbnail-mpu.jpg end-willowgrove.png _preview.png engagement_animation_1.png game_1.png end-framingdale.png end-allentown.png end-rockvillecentre.png game_endframe.png
d48b2247fce73617dab5633187c02360,16,"['endtext.png', 'logo.png', 'fs-engage.png', 'cta.png', 'reveal-copy-2.png', 'fr-1-icon.png', 'engagement_animation.png', 'border.png', 'landing.jpg', 'fr-1-copy.png', 'reveal-copy-1.png', '_preview.png', 'fs-click.png', 'engagement_instruction.png', 'endframe.jpg', 'fr-2-bg.jpg']",endtext.png logo.png fs-engage.png cta.png reveal-copy-2.png fr-1-icon.png engagement_animation.png border.png landing.jpg fr-1-copy.png reveal-copy-1.png _preview.png fs-click.png engagement_instruction.png endframe.jpg fr-2-bg.jpg
7db3a9c286b1a445845bad68ff95f2bb,25,"['landing_2.jpg', 'logo.png', 'video.mp4', 'video-3-img.png', 'video-img-1.png', 'bg-shade.png', 'video-copy-1.png', 'landing_3.png', 'fs-engage.png', 'cta.png', 'video-bg.jpg', 'rev-logo.png', 'engagement_animation.png', 'video-3-copy.png', '_preview.png', 'video-bg-shade.png', 'fs-click.png', 'engagement_instruction.png', 'video-2-img.png', 'video-2-copy.png', 'video-placeholder.jpg', 'video-logo.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.jpg']",landing_2.jpg logo.png video.mp4 video-3-img.png video-img-1.png bg-shade.png video-copy-1.png landing_3.png fs-engage.png cta.png video-bg.jpg rev-logo.png engagement_animation.png video-3-copy.png _preview.png video-bg-shade.png fs-click.png engagement_instruction.png video-2-img.png video-2-copy.png video-placeholder.jpg video-logo.png endframe_2.png landing_1.png endframe_1.jpg
adunit-subway-better-for-you-mob,20,"['landingtext.png', 'game_2.png', 'midtext-old.png', 'cta.png', 'game_7.png', 'drink2.png', 'drink1.png', 'engagement_animation_3.png', 'game_3.png', 'game_4.png', 'game_8.png', '8-old.png', '6-old.png', 'engagement_animation_1.png', 'engagement_instruction.png', 'game_6.png', 'game_1.png', 'game_5.png', 'engagement_animation_2.png', 'landing.png']",landingtext.png game_2.png midtext-old.png cta.png game_7.png drink2.png drink1.png engagement_animation_3.png game_3.png game_4.png game_8.png 8-old.png 6-old.png engagement_animation_1.png engagement_instruction.png game_6.png game_1.png game_5.png engagement_animation_2.png landing.png
b2174dea77ef62674fa5d51c84359984,14,"['endtext.png', 'game_1.jpg', 'logo.png', 'cta.png', 'gametext_2.png', 'engagement_animation.png', 'border.png', '_preview.png', 'mpu-engage.png', 'engagement_instruction.png', 'endframe.jpg', 'landing_1.jpg', 'gametext_1.png', 'mpu-click.png']",endtext.png game_1.jpg logo.png cta.png gametext_2.png engagement_animation.png border.png _preview.png mpu-engage.png engagement_instruction.png endframe.jpg landing_1.jpg gametext_1.png mpu-click.png
b046eee3c13e2f88aba3c40743093d13,16,"['landing_2.jpg', 'endframe_4.png', 'video.mp4', 'end-sharon.png', 'cta.png', 'gametext_2.png', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'endframe_2.png', 'landing_1.png', 'advertised_item.png', 'gametext_1.png', 'endframe_1.jpg']",landing_2.jpg endframe_4.png video.mp4 end-sharon.png cta.png gametext_2.png thumbnail.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png endframe_2.png landing_1.png advertised_item.png gametext_1.png endframe_1.jpg
3983cfed2def8feebc57bb6638cf49c8,17,"['end-mountkisco.png', 'end_text_1.png', 'video.mp4', 'end_text_2.png', 'background.png', 'cta.png', 'end-1.jpg', 'thumbnail.png', 'engagement_animation.png', 'landing.jpg', '_preview.png', 'engagement_instruction.png', 'end-nyc.png', 'advertised_item.png', 'end-allentown.png', 'end-middletown.png', 'end-farmingdale.png']",end-mountkisco.png end_text_1.png video.mp4 end_text_2.png background.png cta.png end-1.jpg thumbnail.png engagement_animation.png landing.jpg _preview.png engagement_instruction.png end-nyc.png advertised_item.png end-allentown.png end-middletown.png end-farmingdale.png
adunit-chevy-tap-and-hold-600-1200-mob,17,"['vidbg.png', 'homecharginglegal.png', 'logo.png', 'video.mp4', 'endbg.png', 'bg.png', 'lightingfull.png', 'cta.png', 'instructions.png', 'bg-top.png', 'endcopy.png', 'postcopy.png', 'lightingcharge.png', 'endlegal.png', 'videocopy.png', 'lighting.png', 'postbg.png']",vidbg.png homecharginglegal.png logo.png video.mp4 endbg.png bg.png lightingfull.png cta.png instructions.png bg-top.png endcopy.png postcopy.png lightingcharge.png endlegal.png videocopy.png lighting.png postbg.png
59e7b509d984f3a5b13fb8a33e0f6c2d,13,"['video.mp4', 'engagement_animation.png', 'border.png', 'mpu-clickthrough.png', '_preview.png', 'mpu-engage.png', 'engagement_instruction.png', 'endcard-cta.png', 'endframe_2.png', '1.jpg', 'landing.png', 'endframe_1.jpg', 'mpu-click.png']",video.mp4 engagement_animation.png border.png mpu-clickthrough.png _preview.png mpu-engage.png engagement_instruction.png endcard-cta.png endframe_2.png 1.jpg landing.png endframe_1.jpg mpu-click.png
adunit-mouser-user-choice-v3-uk-cpe-mpu,13,"['logo.png', 'landing_3.png', 'background.png', 'cta.png', 'engagement_animation_3.png', 'endframe_3.png', 'engagement_animation_1.png', 'landing_2.png', 'landing_4.png', 'engagement_animation_2.png', 'endframe_2.png', 'landing_1.png', 'endframe_1.png']",logo.png landing_3.png background.png cta.png engagement_animation_3.png endframe_3.png engagement_animation_1.png landing_2.png landing_4.png engagement_animation_2.png endframe_2.png landing_1.png endframe_1.png
3ef8b18ef78ad050d1a76b801d97a08c,15,"['endframe_4.png', 'video.mp4', 'cta.png', 'thumbnail.png', 'engagement_animation.png', '_preview.png', 'endframe_3.png', 'engagement_instruction.png', 'landing_2.png', 'landing_1.jpg', 'endframe_2.png', 'advertised_item.png', 'endframe_1.jpg', 'fr-2-copy-ny.png', 'fr-2-copy.png']",endframe_4.png video.mp4 cta.png thumbnail.png engagement_animation.png _preview.png endframe_3.png engagement_instruction.png landing_2.png landing_1.jpg endframe_2.png advertised_item.png endframe_1.jpg fr-2-copy-ny.png fr-2-copy.png
cc6c33bd4409ded3155793811af5c72b,19,"['thumbnail.jpg', 'video.mp4', 'MPU-click-area.png', 'header.jpg', 'end-sharon.png', 'end-cta.png', 'end-bg.jpg', 'fr-1-icon.png', 'end-hingham.png', 'rev-thumbnail-mpu.jpg', 'fr-1-copy.png', 'end-willowgrove.png', '_preview.png', 'end-framingdale.png', 'fr-2-img.png', 'fr-2-copy-bos.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg video.mp4 MPU-click-area.png header.jpg end-sharon.png end-cta.png end-bg.jpg fr-1-icon.png end-hingham.png rev-thumbnail-mpu.jpg fr-1-copy.png end-willowgrove.png _preview.png end-framingdale.png fr-2-img.png fr-2-copy-bos.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
adunit-yamaha-rmax2-1000-sports-sensory-plus-video-mpu,2,"['video.mp4', 'endframe.png']",video.mp4 endframe.png
d6875bfe73a3abc7eea25b7de121c643,15,"['fr-4-copy.png', 'logo.jpg', 'fs-engage.png', 'engagement_animation.png', 'border.png', 'arrow-right.png', 'end-copy.png', '_preview.png', 'game.jpg', 'cta.jpg', 'arrow-middle.png', 'fs-click.png', 'engagement_instruction.png', 'fr-3-copy.png', 'fr-2-copy.png']",fr-4-copy.png logo.jpg fs-engage.png engagement_animation.png border.png arrow-right.png end-copy.png _preview.png game.jpg cta.jpg arrow-middle.png fs-click.png engagement_instruction.png fr-3-copy.png fr-2-copy.png
23fb8e9094b55306b08f7157c4b5ec43,10,"['logo.png', 'video.mp4', 'engagement_animation.png', 'mpu-clickthrough.png', '_preview.png', 'engagement_instruction.png', 'endcard.png', 'landing_text.png', 'f1-bg.jpg', 'moon.png']",logo.png video.mp4 engagement_animation.png mpu-clickthrough.png _preview.png engagement_instruction.png endcard.png landing_text.png f1-bg.jpg moon.png
adunit-van-cleef-and-arpels-frivole-wave-unit2-mpu,16,"['engagement_instruction_2.png', 'logo.png', 'game_2.png', 'frame-2.png', 'cta.png', 'frame-3.png', 'game_3.png', 'frame-7.png', 'engagement_instruction_1.png', 'video_1.mp4', 'frame-5.png', 'frame-1.png', 'frame-6.png', 'game_1.png', 'frame-4.png', 'video_2.mp4']",engagement_instruction_2.png logo.png game_2.png frame-2.png cta.png frame-3.png game_3.png frame-7.png engagement_instruction_1.png video_1.mp4 frame-5.png frame-1.png frame-6.png game_1.png frame-4.png video_2.mp4
adunit-yamaha-wolverine-user-choice-cpe-mob,16,"['cta.png', '2-highlight.png', 'endtext_1.png', '2-highlight-old.png', 'engagement_animation_1.png', 'engagement_instruction.png', '2-chosen-bg-old.png', '1-highlight-old.png', '2-cta.png', 'endtext_2.png', 'engagement_animation_2.png', 'fr-1-bg-old.png', 'endframe_2.png', 'landing.png', 'endframe_1.png', '1-highlight.png']",cta.png 2-highlight.png endtext_1.png 2-highlight-old.png engagement_animation_1.png engagement_instruction.png 2-chosen-bg-old.png 1-highlight-old.png 2-cta.png endtext_2.png engagement_animation_2.png fr-1-bg-old.png endframe_2.png landing.png endframe_1.png 1-highlight.png
adunit-yamaha-wolverine-user-choice-av-mpu,6,"['2-highlight.png', 'engagement_instruction.png', 'endframe_2.png', 'landing.png', 'endframe_1.png', '1-highlight.png']",2-highlight.png engagement_instruction.png endframe_2.png landing.png endframe_1.png 1-highlight.png
8a662fbaa5f751bf677c50359f0716c2,17,"['thumbnail.jpg', 'landing_2.jpg', 'video.mp4', 'MPU-click-area.png', 'cta.png', 'end-bg.jpg', 'engagement_animation.png', 'end-willowgrove.png', '_preview.png', 'engagement_instruction.png', 'landing_1.jpg', 'end-framingdale.png', 'advertised_item.png', 'endframe.png', 'end-allentown.png', 'fr-2-copy-ny.png', 'fr-2-copy.png']",thumbnail.jpg landing_2.jpg video.mp4 MPU-click-area.png cta.png end-bg.jpg engagement_animation.png end-willowgrove.png _preview.png engagement_instruction.png landing_1.jpg end-framingdale.png advertised_item.png endframe.png end-allentown.png fr-2-copy-ny.png fr-2-copy.png
